# Performance Monitoring Events for Intel Xeon Processors Based on the Skylake Microarchitecture - V1.10
# 5/6/2018 12:57:03 AM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	ELLC	Deprecated
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE	Counts all demand data writes (RFOs) that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.ANY_SNOOP	Counts all demand data writes (RFOs) that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.ANY_SNOOP	Counts all demand data writes (RFOs) that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all demand data writes (RFOs) that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HITM	Counts all demand data writes (RFOs) that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from local dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0604000002 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE	Counts all demand code reads that have any response type.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0000010004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.NO_SNOOP_NEEDED	Counts all demand code reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x01003c0004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand code reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_HIT_WITH_FWD	tbd	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x08003c0004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HITM_OTHER_CORE	Counts all demand code reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.ANY_SNOOP	Counts all demand code reads that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.ANY_SNOOP	Counts all demand code reads that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts all demand code reads that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HITM	Counts all demand code reads that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from local dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0604000004 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads that have any response type.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0000010010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts prefetch (that bring data to L2) data reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x01003c0010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts prefetch (that bring data to L2) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.SNOOP_HIT_WITH_FWD	tbd	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x08003c0010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts prefetch (that bring data to L2) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts prefetch (that bring data to L2) data reads that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HITM	Counts prefetch (that bring data to L2) data reads that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from local dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0604000010 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs that have any response type.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0000010020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x01003c0020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.SNOOP_HIT_WITH_FWD	tbd	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x08003c0020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from local dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0604000020 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads that have any response type.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0000010080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x01003c0080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.SNOOP_HIT_WITH_FWD	tbd	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x08003c0080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from local dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0604000080 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs that have any response type.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0000010100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x01003c0100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.SNOOP_HIT_WITH_FWD	tbd	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x08003c0100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c0100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c0100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs that miss in the L3.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fbc000100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and clean or shared data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083fc00100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the modified data is transferred from remote cache.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103fc00100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the data is returned from local or remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063fc00100 	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the data is returned from remote dram.	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063b800100 	0	0	0	0	0	0	0	0	null	0	0
